ID,Sport,Sex,Age,Body mass,10 m,20 m,30 m,40 m,F0,V0,Pmax,FV Slope,RF max,DRF
,,,(y),(kg),(s),(s),(s),(s),(N/kg),(m/s),(W/kg),(N/s/m/kg),(%),(%)
366,Nordic combined,M,25.1671232876712,73,2.068,3.369,4.572,5.782,8.1760365368605,8.6732805223224,17.7282646112371,-0.94266944506382,45.720187486559%,-8.78937816639317%
367,Nordic combined,M,29.7123287671233,80.5,2.058,3.367,4.569,5.769,8.30408252959349,8.61075618827811,17.8761075074173,-0.964384816852427,45.886398401885%,-8.99909299291909%
368,Ski jumping,M,27.8904109589041,54,2.02,3.31,4.51,5.77,8.77261449141329,8.6868005315233,19.0514880567145,-1.00987866126068,47.0180970896755%,-9.35145816741956%
369,Ski jumping,M,15.6630136986301,58,2.155,3.485,4.735,5.97,7.48775998006765,8.48240306184134,15.8785495453147,-0.882740412767207,43.6624385440654%,-8.27050635360333%
370,Ski jumping,M,25.719095573313,58,2.1,3.43,4.65,5.9,7.91037504493849,8.55391957857074,16.9161779926842,-0.924766122977769,44.8499235242083%,-8.63184790179966%
371,Ski jumping,M,16,59,2.1,3.463,4.795,6.124,8.80595008041522,7.82695841086479,17.2309512618903,-1.1250794520885,45.0426552682105%,-10.5518329884374%
372,Ski jumping,M,16,59,2.02,3.31,4.51,5.71,8.77722303676716,8.67146520298195,19.0278460355345,-1.01219607428614,46.9993447011415%,-9.38330889135267%
373,Ski jumping,M,19.1643835616438,60,2.029,3.244,4.436,5.589,8.56298049053932,9.05894237988403,19.3928867159667,-0.945251678557308,47.3430628159922%,-8.73010964028255%
374,Ski jumping,M,24.4919291286149,60,2.031,3.289,4.466,5.605,8.42322173625328,8.98271856551686,18.9158575679269,-0.937714086756387,46.8819631246459%,-8.67748913582831%
375,Ski jumping,M,27.7260273972603,60,2.014,3.286,4.446,5.613,8.51623500235316,8.99981621813592,19.1611374729087,-0.946267656576334,47.1237980716122%,-8.74915872842424%
376,Ski jumping,M,17.6082191780822,61,1.985,3.259,4.436,5.619,9.07472950948749,8.80650217977453,19.9791563015414,-1.03045787353905,47.8828861895466%,-9.52091349084613%
377,Ski jumping,M,20.9205479452055,62,2.038,3.319,4.503,5.682,8.39766422263587,8.84427848315821,18.5678202482615,-0.949502465195685,46.5542998965971%,-8.80711311178805%
378,Ski jumping,M,16,63,2.116,3.5,4.778,6.133,8.17799942190169,8.03519100592675,16.4279468503347,-1.01777287134427,44.3517473950629%,-9.55479519800129%
379,Ski jumping,M,16.627397260274,63,2.09,3.44,4.69,6.02,8.27571239270258,8.26445675410234,17.0985667947198,-1.00136193326859,45.0736022110253%,-9.36746955547197%
380,Ski jumping,M,24.4027397260274,63,1.954,3.197,4.31,5.391,8.94212390385171,9.31938213126176,20.8337674312711,-0.95951896573223,48.6741699954832%,-8.81263153516229%
381,Ski jumping,M,16.3068493150685,64,2.061,3.37,4.578,5.758,8.30222960650387,8.61488163885392,17.8806813496549,-0.963707913183629,45.8793448797991%,-8.97403907291843%
382,Ski jumping,M,21.2027397260274,64,2.183,3.492,4.752,5.964,7.25451629064635,8.54359548715855,15.4949131605711,-0.849117482393712,43.1591603329615%,-7.9703478802732%
383,Ski jumping,M,17.6,65,2.071,3.366,4.576,5.742,8.18476698021792,8.67802154815139,17.7568960552323,-0.943160481315174,45.7437286505723%,-8.78351815239509%
384,Ski jumping,M,21.6,65,1.985,3.313,4.518,5.703,9.37743070929272,8.40993141318262,19.7158872742561,-1.11504247164175,47.5129697379661%,-10.3505297705709%
385,Ski jumping,M,21.9287671232877,65,2.27,3.73,5.12,6.52,7.21380271740686,7.47486346735661,13.4805475982656,-0.965074847040374,40.9224905062519%,-9.17468066948569%
386,Ski jumping,M,23.3780821917808,66,1.96,3.21,4.37,5.54,9.28663849456275,8.9549818264068,20.7904197368048,-1.03703599567092,48.6160146537884%,-9.55715383964118%
387,Ski jumping,M,16,67,1.987,3.214,4.356,5.499,8.72288688716238,9.2497303602532,20.1710879173101,-0.943042288523921,48.070692014917%,-8.68823298678768%
388,Ski jumping,M,23.213698630137,68,2.007,3.253,4.41,5.57,8.58215168411585,9.09830483072571,19.520758031403,-0.943269306072624,47.4691446162086%,-8.71750304193435%
389,Ski jumping,M,19.3013698630137,69,1.966,3.176,4.315,5.417,8.99089059533345,9.29256284961996,20.8871039827983,-0.967536162071926,48.7296245787785%,-8.8953146309651%
390,Ski jumping,M,19.013698630137,70,1.965,3.16,4.263,5.367,8.68535163692325,9.65365551774469,20.9613481883342,-0.89969562524356,48.7310037878172%,-8.25071622565661%
391,Ski jumping,M,20.6328767123288,70.5,2.023,3.292,4.454,5.622,8.41930712488122,8.99154878145077,18.9256526798464,-0.936357832173466,46.8991160941386%,-8.67835170277777%
392,Ski jumping,M,17.4438356164384,71,2.06,3.41,4.66,5.89,8.68342544351396,8.19666517725074,17.793782738026,-1.05938515917598,45.7475498855506%,-9.90667509327418%
393,Ski jumping,M,26.9698630136986,71,2.07,3.36,4.57,5.77,8.19970890847295,8.68170240906637,17.7968581460832,-0.944481683674152,45.789800828609%,-8.8017787314328%
394,Ski jumping,M,21.386301369863,72,2.054,3.343,4.56,5.736,8.46232442868072,8.60594816525836,18.2065813477065,-0.983311108338133,46.2153442166043%,-9.15838414427099%
395,Ski jumping,M,17.5452054794521,74,2.056,3.326,4.508,5.684,8.15527700235059,8.91682633770521,18.1797971914603,-0.914594127269882,46.1466228810176%,-8.50392000864496%
396,Ski jumping,W,17.5452054794521,51,2.24,3.7,5.06,6.43,7.3367040237939,7.58943889455579,13.9203667190063,-0.966699136224261,41.4635991097621%,-9.16007966772127%
397,Ski jumping,W,21.6,54,2.16,3.53,4.85,6.2,7.93393977875842,7.94684464837319,15.7624467178354,-0.998376101435756,43.625492021388%,-9.39089069685936%
398,Ski jumping,W,16,55,2.27,3.76,5.22,6.71,7.68294109245351,7.1160047719687,13.6679613691634,-1.07967059307184,41.0787395930153%,-10.277690546671%
399,Ski jumping,W,17,55,2.28,3.7,5,6.34,6.56661291447002,8.09440492699387,13.2882059821369,-0.811253325438557,40.3961277174214%,-7.68638067596991%
400,Ski jumping,W,20.6328767123288,55,2.24,3.68,5.05,6.46,7.39430694644482,7.59510824795003,14.0401404192043,-0.973561759102064,41.615469748526%,-9.22711812335607%
401,Ski jumping,W,25.719095573313,55,2.2,3.62,4.95,6.31,7.56246149791947,7.79006988566754,14.7280258941157,-0.970782240584667,42.440600030199%,-9.17025703802479%
402,Ski jumping,W,15.6630136986301,56,2.23,3.64,5,6.37,7.42563835902439,7.71906964951626,14.3297549213572,-0.961986184369997,41.9647304058348%,-9.10356729859789%
403,Ski jumping,W,24.4919291286149,58,2.23,3.66,5.02,6.42,7.43555921220641,7.65142929647962,14.2231638979963,-0.971786959545907,41.8402780529159%,-9.20579326514701%
404,Ski jumping,W,17.6082191780822,58.5,2.28,3.75,5.21,6.69,7.55959210354682,7.17236231719337,13.5550333842079,-1.05398915576604,40.9748083076736%,-10.0364983112108%
405,Ski jumping,W,16,60,2.22,3.71,5.1,6.49,7.79100838953118,7.32446493604313,14.2662419413847,-1.06369659184144,41.8391274637214%,-10.1002867890188%
406,Ski jumping,W,16,62,2.19,3.69,5.09,6.5,8.2489656474479,7.22138638252336,14.8922420490958,-1.1422966741416,42.4346040217161%,-10.8407104353585%
407,Snowboard,M,18.6505121131405,65,2.06,3.36,4.58,5.81,8.4070562278447,8.57149462943743,18.0152593265873,-0.980815667663375,46.0187940187832%,-9.13384832744455%
408,Snowboard,M,16.9957259639777,73,2.09,3.44,4.73,6.03,8.59911359360474,8.03253468600721,17.2681695523865,-1.0705355071276,45.1937005548413%,-10.0397312702998%
409,Snowboard,M,18.1902453069508,77,1.98,3.22,4.39,5.58,9.07984057882078,8.94993017144568,20.3159847870762,-1.01451524256464,48.2150264411937%,-9.37582246007903%
410,Snowboard,M,23.4754402904617,77.5,2.08,3.39,4.59,5.76,8.01004594437804,8.67227024149243,17.3663207691042,-0.923638876710047,45.3339765670314%,-8.62602667217211%
411,Snowboard,M,23.3192795535261,78,1.95,3.21,4.4,5.51,9.74619847944267,8.67927986342467,21.1474960518917,-1.12292708989764,48.7974348549259%,-10.380171250597%
412,Snowboard,M,20.1028391362253,80,2.06,3.29,4.52,5.69,8.47792127125172,8.75472185337765,18.5554606561606,-0.968382709723766,46.5635664008169%,-9.00946175127439%
413,Snowboard,M,21.9178082191781,80,2.079,3.405,4.619,5.814,8.13674280635191,8.51163084097946,17.3142377539157,-0.95595579253477,45.3073059080456%,-8.94049710868832%
414,Snowboard,M,22.7315068493151,82,2.07,3.43,4.64,5.89,8.24145644189844,8.38023060130249,17.2663263684247,-0.983440293470865,45.264763408573%,-9.20846282392739%
415,Snowboard,M,26.4520547945206,94,2.04,3.313,4.51,5.725,8.49173060933744,8.7306949364575,18.5346773581759,-0.972629403631755,46.5514784448645%,-9.06293183050197%
416,Snowboard,W,16.2395473110096,57,2.25,3.69,5.05,6.5,7.22487752844504,7.65131158407642,13.8199472817312,-0.944266541632045,41.3343934055421%,-8.95486711590888%
417,Snowboard,W,20.786301369863,57,2.221,3.722,5.145,6.598,8.02143899532868,7.17206494619117,14.3825703591019,-1.11842810341373,41.8829462075902%,-10.6253583150543%
418,Snowboard,W,25.6176311516996,58,2.34,3.92,5.42,7.02,7.23092651760989,6.80614504957368,12.3036836804154,-1.06241146272115,39.3367170595345%,-10.1766530742479%
419,Snowboard,W,18.7381753868595,60,2.19,3.67,5.06,6.5,8.15280361202061,7.31969292094265,14.9190047211857,-1.11381771067121,42.5284168286737%,-10.5588416024273%
420,Snowboard,W,27.3287671232877,65,2.193,3.637,4.978,6.411,7.73828377767149,7.62964146636541,14.7600826971563,-1.01423950414774,42.4779369281945%,-9.60255917823846%
421,Soccer,M,24.3068493150685,65,2.07,3.38,4.58,5.77,8.12610008602721,8.6791721891307,17.631955468185,-0.936275938413098,45.610900892985%,-8.72264398670289%
422,Soccer,M,22.3315068493151,68,1.98,3.17,4.27,5.33,8.45477840839465,9.7605226636104,20.630764067735,-0.866221891980858,48.3663444898389%,-7.94412443925167%
423,Soccer,M,16.1903001648909,70,2.03,3.31,4.53,5.73,8.8096688986835,8.58095464640248,18.8988423173564,-1.02665370715797,46.8747317307274%,-9.54291476855842%
424,Soccer,M,27.5123287671233,70,2.042,3.315,4.461,5.621,8.050271618053,9.142304360855,18.3995083299483,-0.880551696848138,46.3040045855295%,-8.166278821374%
425,Soccer,M,30.7068493150685,70,2.026,3.248,4.494,5.675,9.07269669301185,8.64108265538018,19.5994805078775,-1.04994906944478,47.5178329681468%,-9.73666096659699%
426,Soccer,M,20.4904109589041,71,1.97,3.23,4.38,5.53,9.05436942471689,8.98907642278087,20.3476046797176,-1.00726359404071,48.2433150878664%,-9.29811678697959%
427,Soccer,M,22.5013698630137,72,1.986,3.147,4.233,5.275,8.26105154358778,10.0617467922989,20.7801522174276,-0.821035523365648,48.3671580371256%,-7.51774869299056%
428,Soccer,M,19.2372192415018,73,2.02,3.3,4.45,5.62,8.36809305653113,9.01442646388253,18.8583898752565,-0.928300107617382,46.828237440975%,-8.60703107857274%
429,Soccer,M,21.6438356164384,74,2.046,3.304,4.488,5.669,8.29454456398632,8.93114168037332,18.519938168783,-0.928721641737478,46.4996460188106%,-8.62548685597956%
430,Soccer,M,23.1671232876712,74,2.014,3.229,4.352,5.453,8.20941460317657,9.51868138763147,19.5357004966517,-0.86245292481833,47.3580371272897%,-7.9561856399006%
431,Soccer,M,23.5205479452055,74,1.966,3.191,4.319,5.416,8.90205152214092,9.29280908901834,20.6812663239652,-0.957950544002976,48.5465568074459%,-8.8187222399214%
432,Soccer,M,25.921745116692,74,1.98,3.22,4.39,5.53,9.07796382202839,8.95612470029861,20.3258440037214,-1.01360400014593,48.2224697687124%,-9.36324426082843%
433,Soccer,M,26.0520547945205,74,1.982,3.214,4.369,5.48,8.91284400044293,9.10043333700119,20.2776856672805,-0.979386768782148,48.1877836541264%,-9.03877844403676%
434,Soccer,M,29.2547945205479,75,2.03,3.26,4.4,5.5,8.14536791585936,9.34772265570971,19.0351600515424,-0.871374581367587,46.9055525113274%,-8.06053619083033%
435,Soccer,M,30.3041095890411,75,1.974,3.225,4.397,5.522,9.19104502840792,8.88078774547275,20.4059300140933,-1.03493578405737,48.2796123140261%,-9.56497375798163%
436,Soccer,M,39.3698630136986,75,2.158,3.504,4.696,5.887,7.08878283672818,8.76829970093231,15.5391431068145,-0.808455809964439,43.0857775699777%,-7.58979107782062%
437,Soccer,M,25.413698630137,76,2.004,3.207,4.296,5.384,8.0646684372425,9.8507277207339,19.8607132333181,-0.818687579829043,47.528137439072%,-7.5325547460063%
438,Soccer,M,24.3780821917808,76.5,2.08,3.38,4.6,5.8,8.15745611457808,8.58659446375928,17.5111918779488,-0.950022287532917,45.5053973825541%,-8.87223932680171%
439,Soccer,M,26.1780821917808,77,2.047,3.299,4.428,5.556,7.85882114135632,9.37577818200911,18.4206409483601,-0.838204678992552,46.2209456276265%,-7.77013184247362%
440,Soccer,M,24.413698630137,77.2,1.98,3.24,4.42,5.58,9.17977504892025,8.79902294023768,20.1932628104177,-1.04327208955683,48.0793143095877%,-9.65615015966471%
441,Soccer,M,20.4465753424658,77.5,1.97,3.19,4.31,5.39,8.77540537157303,9.3817345446562,20.5821309294621,-0.935371314313244,48.4446774036077%,-8.61214526986089%
442,Soccer,M,33.4383561643836,77.8,2.07,3.35,4.55,5.72,8.12380006525955,8.77434230403604,17.8202506455344,-0.92585857535131,45.8013510317686%,-8.62962161890945%
443,Soccer,M,19.2301369863014,78,1.955,3.203,4.323,5.436,9.00406672128681,9.20629018768746,20.7235127763665,-0.97803420680014,48.5924484571751%,-9.0126425408652%
444,Soccer,M,21.0767123287671,78,2.072,3.352,4.536,5.723,7.97792750086949,8.88889544593796,17.7287408576255,-0.897516181778832,45.6694982035576%,-8.36231435178487%
445,Soccer,M,26.4767123287671,78,1.983,3.252,4.391,5.527,8.77904230901983,9.0405948561536,19.8419411852199,-0.97106909984405,47.7892580276449%,-8.98143805580194%
446,Soccer,M,26.9342465753425,78,1.936,3.1,4.21,5.315,9.16334367238108,9.64422751185197,22.0933427864331,-0.950137650850737,49.7731257945585%,-8.69441047063988%
447,Soccer,M,31.7013698630137,78.3,2,3.22,4.34,5.44,8.36932261970818,9.46542188873673,19.8047923796213,-0.88419963928572,47.6611545018873%,-8.15699131588798%
448,Soccer,M,26.1232876712329,78.5,2.029,3.198,4.314,5.435,7.97023754160636,9.85738842381516,19.6414318194219,-0.808554679893764,47.2881847117682%,-7.44713302213725%
449,Soccer,M,22.3671232876712,79,2.03,3.24,4.41,5.58,8.3836759523889,9.19578963174796,19.2736300997281,-0.911686357356927,47.2098702023711%,-8.43897163538955%
450,Soccer,M,22.8328767123288,79,2.024,3.232,4.401,5.516,8.45358639083585,9.19721366065449,19.4373600588296,-0.919146461389728,47.3746277043709%,-8.50367807179895%
451,Soccer,M,23.7808219178082,79,1.961,3.124,4.209,5.259,8.58688696433102,9.94926943427094,21.3583130024395,-0.863067084579385,49.0087890269299%,-7.90095141455607%
452,Soccer,M,23.0739726027397,79.1,1.92,3.09,4.2,5.27,9.40788655811773,9.5671729859732,22.5017195334811,-0.983350731915373,50.1260835506697%,-8.99417101509747%
453,Soccer,M,24.7835616438356,80,2.069,3.259,4.414,5.469,7.79178903477273,9.51901759640073,18.542544232361,-0.818549703881094,46.2769320555218%,-7.58198330778508%
454,Soccer,M,26.1095890410959,80,2.06,3.342,4.563,5.755,8.41729710826453,8.60515807980072,18.1080430553164,-0.978168794832815,46.1220174808095%,-9.12141267979969%
455,Soccer,M,26.8794520547945,80,1.94,3.14,4.22,5.31,8.84329826841699,9.72287311533094,21.4955667462111,-0.909535500825673,49.2210869752597%,-8.33546981856937%
456,Soccer,M,27.2712328767123,80,1.95,3.2,4.33,5.44,9.17170968180761,9.10813341612747,20.884288858973,-1.00698016407704,48.731252446622%,-9.28406317847865%
457,Soccer,M,24.7780821917808,81,2.037,3.314,4.494,5.682,8.3893984488457,8.84158888918413,18.5439030280632,-0.948856427729682,46.5442972962903%,-8.82404434582466%
458,Soccer,M,28.4109589041096,81,1.982,3.187,4.329,5.437,8.79614203387936,9.30570717917663,20.4635805184321,-0.945241652731399,48.3482019446546%,-8.71419893561482%
459,Soccer,M,30.3160662417555,81,2.02,3.25,4.41,5.53,8.43728385783912,9.15066848741094,19.3016968793174,-0.922040162360459,47.2510835545185%,-8.53844491401109%
460,Soccer,M,25.1780821917808,81.7,2.11,3.38,4.53,5.68,7.30292967844778,9.2933380148063,16.967148500044,-0.785824174996393,44.5505011026252%,-7.32807378096015%
461,Soccer,M,22.9315068493151,82,1.975,3.168,4.279,5.364,8.62473848546534,9.59379067913368,20.6859839229557,-0.898991730580904,48.4935321700968%,-8.26804461511043%
462,Soccer,M,26.0712328767123,82,1.97,3.18,4.27,5.37,8.51819766765279,9.6724082189261,20.5978712827605,-0.880669785109477,48.3798307394842%,-8.09792287956508%
463,Soccer,M,27.6575342465753,82,2.03,3.303,4.454,5.54,8.24829669196811,9.04460857756063,18.6506537526099,-0.911957286071157,46.6124217719165%,-8.46839611980153%
464,Soccer,M,30.1205479452055,82,1.973,3.17,4.272,5.352,8.57610992943398,9.64473091571801,20.678568143252,-0.889201575904777,48.4692648711995%,-8.17565987116326%
465,Soccer,M,20.1095890410959,83,2.065,3.363,4.539,5.725,8.01184122581808,8.83953529968224,17.7052383327671,-0.906364526436824,45.6625262633873%,-8.45237814653614%
466,Soccer,M,22.9643835616438,83,2.055,3.279,4.405,5.531,7.74150264977318,9.55279491586881,18.4882467884845,-0.810391379481333,46.1953273238264%,-7.50920682648863%
467,Soccer,M,23.8575342465753,83,2.023,3.246,4.353,5.434,7.9790189651932,9.62274140669469,19.1950090452917,-0.829183558818495,46.9448897743746%,-7.66230123404768%
468,Soccer,M,18.7671232876712,84,1.954,3.18,4.299,5.414,9.00233433215745,9.30364489607357,20.9386304655311,-0.967613707607942,48.7858135390546%,-8.9113303958212%
469,Soccer,M,27.2383561643836,84,1.968,3.149,4.226,5.295,8.43060912279879,9.9375278939006,20.9448533300965,-0.848360800876169,48.6096023117017%,-7.78220920535257%
470,Soccer,M,23.1315068493151,85,2.079,3.326,4.521,5.686,7.97340490359556,8.95585216208796,17.8521588862672,-0.890301085735726,45.7859827177962%,-8.29490890756659%
471,Soccer,M,29.6547945205479,85,2.026,3.276,4.413,5.554,8.18272084268442,9.24111623699011,18.9043686105221,-0.885468879823287,46.8159818915757%,-8.20910473765663%
472,Soccer,M,31.7561643835616,87,2.044,3.267,4.43,5.514,8.15606810672231,9.20961886124655,18.7785696673203,-0.885603218721949,46.6956507723642%,-8.21681236665747%
473,Soccer,M,28.2054794520548,87.3,1.98,3.3,4.48,5.64,9.22968573748555,8.53642690933015,19.6971344235331,-1.08121182732762,47.5747239961176%,-10.0513585837342%
474,Soccer,M,23.3315068493151,89,1.87,3.08,4.16,5.2,9.94832361176541,9.45314469306531,23.5107356388641,-1.05238245417563,50.9104691986229%,-9.61944228520891%
475,Soccer,M,22.2958904109589,90.4,2.07,3.33,4.51,5.66,7.97411860261717,8.9756615964711,17.8932475268042,-0.888415691357203,45.8267596528476%,-8.27965869603015%
476,Soccer,M,24.5260273972603,92.4,2,3.24,4.38,5.53,8.54752265530592,9.18204194448709,19.6209278856182,-0.930895622888965,47.5677943413993%,-8.62055581298469%
477,Soccer,M,27.2739726027397,94.4,2.045,3.28,4.424,5.519,8.00251668344146,9.29188894024501,18.589624066249,-0.861236798556748,46.4606841173702%,-7.99769293086116%
478,Soccer,W,21.4986301369863,53,2.17,3.52,4.82,6.08,7.66732940394206,8.14113831277618,15.605197291777,-0.94180065604701,43.4357403222296%,-8.84981656622126%
479,Soccer,W,26.7369863013699,53,2.11,3.47,4.75,6.03,8.25156446762467,8.11189842671638,16.7339632057183,-1.01721742970157,44.6763082739409%,-9.52881191053771%
480,Soccer,W,25.0054794520548,54.1,2.216,3.587,4.869,6.163,7.06193878911118,8.25315199003892,14.5708135427215,-0.855665665388756,42.1025261543427%,-8.06350432295685%
481,Soccer,W,25.972602739726,55,2.17,3.54,4.84,6.12,7.67579004252607,8.06505245705021,15.4764123355691,-0.951734670469023,43.2985251860757%,-8.95405271379472%
482,Soccer,W,24.7424657534247,55.3,2.2,3.67,5.02,6.35,7.73094534614607,7.53731020325781,14.5676333095838,-1.02569021808397,42.2357546958945%,-9.71053878241696%
483,Soccer,W,25.4164383561644,55.8,2.169,3.539,4.813,6.074,7.50971294821386,8.20562893428659,15.4054794640126,-0.915190414818187,43.1856206222751%,-8.60567423686583%
484,Soccer,W,21.4958904109589,56,2.324,3.817,5.263,6.679,7.01504079796997,7.21834442524292,12.6592451592195,-0.971835144557249,39.8613866826288%,-9.27231835984766%
485,Soccer,W,24.9561643835616,56,2.06,3.38,4.63,5.87,8.65752202432294,8.32781479157005,18.024559993125,-1.03959108613782,45.9957320657374%,-9.69289475811255%
486,Soccer,W,26.3000449327752,57,2.11,3.48,4.74,0.5,8.10836350931382,8.17287265462468,16.5671555997569,-0.992106919067881,44.5115379498565%,-9.29996686158875%
487,Soccer,W,20.5890410958904,57.4,2.096,3.421,4.643,5.858,7.97526788616353,8.53945256294019,17.0261054476584,-0.933931985379821,44.9790459031121%,-8.72172926750129%
488,Soccer,W,19.7852315131913,58,2.11,3.47,4.75,5.99,8.25552662887544,8.09887171868234,16.7151127843571,-1.01934280670624,44.6594578948803%,-9.55778958884246%
489,Soccer,W,22.4767123287671,58,2.136,3.465,4.701,5.955,7.60771879408238,8.51867555119292,16.2019220228751,-0.893063569373414,44.0421912555327%,-8.36360361412224%
490,Soccer,W,34.5150684931507,58.3,2.242,3.696,5.062,6.45,7.35575201775553,7.56549336642139,13.9124732738426,-0.972276580190159,41.4613037894065%,-9.22440160679882%
491,Soccer,W,23.9190735350076,59,2.2,3.62,4.94,6.27,7.49814069924351,7.82978043591921,14.6771988381766,-0.957643801203632,42.3797983847739%,-9.05043068686101%
492,Soccer,W,19.972602739726,59.2,2.099,3.401,4.605,5.795,7.8004334257548,8.7533009049527,17.0698852411707,-0.891141925823806,44.968729632694%,-8.31241731472315%
493,Soccer,W,18.7109823059361,60,2.12,3.45,4.68,5.9,7.75119850597976,8.51253417487586,16.4955855445999,-0.91056298239094,44.3899463353955%,-8.52249102985068%
494,Soccer,W,22.1397260273973,60,2.194,3.538,4.822,6.044,7.30081805621049,8.27921297151156,15.1112568884059,-0.881825130158182,42.798318019693%,-8.30158192407105%
495,Soccer,W,22.6849315068493,60,2.132,3.47,4.69,5.943,7.54625688341339,8.57090954647388,16.169571290548,-0.880449950206039,43.9847594255133%,-8.24644085923934%
496,Soccer,W,26.2931506849315,60.3,2.187,3.547,4.79,6.073,7.11457657608887,8.45662717158277,15.0413303969149,-0.841301908164562,42.6198924336409%,-7.91475392394955%
497,Soccer,W,25.8054794520548,60.8,2.13,3.37,4.66,5.83,8.05536181858619,8.50163765048318,17.1209418312892,-0.947507074490333,45.0920472816879%,-8.85284261384771%
498,Soccer,W,21.4069121638762,61,2.26,3.68,4.99,6.3,6.81568457928425,7.98055912008381,13.5982434322054,-0.854035973761782,40.9199806788084%,-8.09464497492493%
499,Soccer,W,23.5424657534247,61,2.174,3.538,4.793,6.074,7.3303177182239,8.33562888443337,15.2757020260252,-0.879395882404641,42.983231009528%,-8.27284944507873%
500,Soccer,W,27.4054794520548,61,2.153,3.484,4.723,5.95,7.44181614365073,8.51985744657637,15.8508031718837,-0.873467213543715,43.6193853833188%,-8.19317860413796%
501,Soccer,W,22.5068493150685,61.9,2.14,3.48,4.74,6.03,7.73635313093581,8.3263920387195,16.1039772795367,-0.929136304771636,43.9873756118391%,-8.71928247706709%
502,Soccer,W,21.0027397260274,62,2.204,3.601,4.921,6.23,7.44572797722832,7.90620916882897,14.7168707005422,-0.941757018848409,42.4196523887539%,-8.8985541055946%
503,Soccer,W,21.2684931506849,62,2.241,3.684,5.029,6.371,7.22932354558985,7.68880019264307,13.8962060675026,-0.940240787178622,41.4294160264472%,-8.91838748096509%
504,Soccer,W,21.3162851978691,62,2.09,3.4,4.62,5.82,8.03150045872845,8.58674818066098,17.2411179879911,-0.935336671083117,45.2091367275275%,-8.7327172368148%
505,Soccer,W,22.234303652968,62,2.08,3.34,4.51,5.66,7.76818195014104,9.1289876448517,17.7289092614494,-0.850935750200288,45.559912452515%,-7.90679150413773%
506,Soccer,W,23.1287671232877,62,2.13,3.48,4.83,6.16,8.53810703926903,7.80627914704751,16.6627117339763,-1.09374861934041,44.5139781048837%,-10.2856091695255%
507,Soccer,W,24.9904783422121,62,2.14,3.42,4.62,5.82,7.31187844248954,8.97238208288643,16.4012417824092,-0.814931684244246,44.055604672362%,-7.61274564657588%
508,Soccer,W,26.8260926560122,62,2.17,3.54,4.81,6.12,7.47615693471781,8.2138143012815,15.3519411872525,-0.910193079669625,43.123158008293%,-8.56758182171236%
509,Soccer,W,27.2657534246575,62,2.258,3.709,5.091,6.485,7.28738751188964,7.51650136621981,13.6939145473229,-0.969518550830066,41.1927669005358%,-9.2113268252577%
510,Soccer,W,29.4547945205479,62,2.15,3.561,4.821,6.033,7.65390918951192,8.0824133154769,15.4655143871905,-0.946983146092709,43.2891446225556%,-8.9177694616418%
511,Soccer,W,31.2151683472856,62,2.18,3.59,4.93,6.27,7.8630801533431,7.72946048380881,15.1943418315717,-1.01728706289581,42.9793621444847%,-9.60965130929697%
512,Soccer,W,26.2876712328767,62.4,2.1,3.425,4.64,5.827,7.8790832003851,8.57838328502611,16.8974489068784,-0.91848113316857,44.8312110436293%,-8.58540202686409%
513,Soccer,W,19.1780821917808,62.5,2.194,3.567,4.859,6.177,7.36179402202007,8.12147506315834,14.947156642486,-0.906460213787464,42.6517786861145%,-8.54858941057668%
514,Soccer,W,21.8,62.5,2.104,3.434,4.646,5.847,7.81153249519829,8.5858491679764,16.7671599436297,-0.909814782716407,44.6817348395139%,-8.50760639029837%
515,Soccer,W,23.5232876712329,62.5,2.19,3.59,4.97,6.29,8.02431254596091,7.5908788024122,15.2278960022663,-1.05709928386829,42.9813116348829%,-9.99529307153863%
516,Soccer,W,25.8821917808219,62.5,2.07,3.47,4.74,6,8.75080429613849,7.93856070036111,17.367197770469,-1.10231622915479,45.2386053472388%,-10.3373862479061%
517,Soccer,W,23.987747716895,63,2.19,3.54,4.9,6.21,7.86263347944942,7.83599253618483,15.4028843149307,-1.0033998173354,43.2255955185708%,-9.46712226451494%
518,Soccer,W,25.2602739726027,63,2.21,3.67,5.04,6.424,7.74975494663337,7.47827594561909,14.4887015004627,-1.03630235136928,42.1388120261325%,-9.82686124673966%
519,Soccer,W,30.1232876712329,63,2.133,3.447,4.678,5.917,7.60637146938378,8.59019541814085,16.3350543362445,-0.885471295952194,44.1774113459861%,-8.29179567322603%
520,Soccer,W,32.3548681823947,63,2.12,3.4,4.62,5.8,7.67020240828922,8.77365783247011,16.8239328590295,-0.874230857271736,44.6789300744769%,-8.16502876955664%
521,Soccer,W,19.9342465753425,63.2,2.162,3.524,4.771,6.028,7.40801121188845,8.36138398117004,15.485306569853,-0.885979070997266,43.236341159481%,-8.33043757135609%
522,Soccer,W,28.3397260273973,63.5,2.093,3.4,4.611,5.834,7.92768586419387,8.65972878439233,17.162902367945,-0.91546583750777,45.1072225764908%,-8.54724156502345%
523,Soccer,W,21.0027397260274,63.8,2.12,3.49,4.78,6.06,8.21372542936234,8.01510545147274,16.4584688664456,-1.02478070676576,44.3847301690722%,-9.62910479654673%
524,Soccer,W,20.2630136986301,64,2.157,3.556,4.863,6.162,7.8980392260826,7.88720074396131,15.5733552149486,-1.00137418616226,43.4202765495498%,-9.44128704025681%
